,default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,lang,location,statuses_count,verified,average_tweets_per_day,account_age_days,account_type,screen_name_len,description_len
13489,0,0,1787,13970,5432,1,1,1,13446,0,3.226,4168,1,11,78
34833,0,0,1274,3,5,0,1,1,1830,0,0.511,3582,0,13,43
7958,0,0,380,17,0,0,1,0,82,0,0.028,2966,0,7,64
35736,1,0,58,0,0,0,1,0,146,0,0.101,1445,1,14,152
224,0,0,3589,109,0,1,1,1,7127,0,2.582,2760,0,11,19
18264,0,0,13287,269809,388,0,1,0,21842,1,5.895,3705,1,15,137
5566,1,0,7,22,20,0,1,1,2910,0,3.424,850,0,14,76
26312,1,0,2330,19,0,0,1,0,3293,0,1.361,2420,0,11,84
35938,0,0,60,1310,317,1,1,1,1621,0,0.428,3787,1,11,30
856,1,0,204,8,40,0,1,1,13,0,0.004,2923,0,14,47
30243,1,0,610,45,0,1,1,1,210,0,0.059,3568,0,11,42
9651,1,0,195,23632,442,0,1,1,13988,0,3.853,3630,1,15,40
19604,0,0,369,720,591,0,1,1,1326,0,1.066,1244,1,10,159
18461,1,0,14171,71,321,0,1,0,1077,0,1.221,882,1,15,36
13453,0,0,16825,11563,790,1,1,1,35719,1,8.482,4211,1,14,145
1880,0,0,2394,68,300,0,1,1,821,0,0.358,2293,1,14,114
28114,0,0,84861,812,929,1,1,0,77082,0,53.641,1437,1,10,156
13026,0,0,86224,156,287,1,1,1,7471,0,3.258,2293,1,6,57
26707,1,0,426,21,0,0,1,0,93,0,0.023,4067,0,6,58
2595,0,0,1669,6667,1520,1,1,1,6978,1,1.899,3675,1,14,143
31687,1,0,8200,1218,746,1,1,1,6228,0,3.004,2073,1,12,116
15688,0,0,653,5191,705,1,1,1,2408,1,0.573,4200,1,9,57
5502,0,0,2596,37,47,1,1,1,3769,0,0.938,4016,0,9,123
3172,0,0,1240,29,155,0,1,1,31052,0,9.393,3306,1,15,97
32884,0,0,18412,24336,3392,1,1,1,46940,1,11.971,3921,1,9,159
4366,1,0,2132,588,2533,1,1,1,5075,0,1.285,3950,0,10,155
5637,1,0,829,7,65,0,1,1,185,0,0.17,1087,1,12,14
24681,0,0,6781,925142,939,0,1,1,9993,1,2.565,3896,1,14,157
30050,0,0,3332,5980,1327,1,1,1,2446,0,1.576,1552,0,9,68
21996,0,0,71,5928327,447,1,1,1,29523,1,8.267,3571,1,11,101
31573,0,0,2149,125,24,0,1,1,2648,0,0.78,3396,0,14,63
17564,0,0,275,1671,11,0,1,1,662,0,0.731,906,0,13,157
17778,0,0,1445,970,713,0,1,1,111797,0,29.444,3797,0,12,124
10041,1,0,2399,432,2284,0,1,1,104,0,0.156,667,0,10,84
31005,1,0,2374,53,192,1,1,0,3527,0,1.242,2840,0,8,77
4236,1,0,64185,951,929,1,1,1,55472,0,20.823,2664,1,11,106
23377,1,0,35,18,0,0,1,1,191,0,0.15,1270,0,14,76
13307,0,0,5000,83721,86415,1,1,1,165469,0,48.046,3444,0,11,159
26220,0,0,499698,3454,383,1,1,0,286684,0,95.817,2992,1,6,127
15837,1,0,181,8,0,0,1,0,38,0,0.016,2377,0,15,43
12678,1,0,1229,13,0,0,1,0,1229,0,0.84,1463,0,14,31
37320,0,0,27,14,4,0,1,0,25684,0,21.803,1178,0,11,39
28084,0,0,8090,2073,2166,0,1,1,3563,0,2.753,1294,0,13,97
35852,0,0,1747,70,469,0,1,1,2828,0,0.681,4150,1,12,46
3574,0,0,330,10416591,31,0,1,1,1667,1,0.44,3788,1,14,29
20739,0,0,161077,379,532,1,1,1,114501,0,27.412,4177,1,15,72
414,0,0,14476,207,468,1,1,1,6763,0,1.656,4084,1,14,106
29675,0,0,2389,1086,956,1,1,1,3250,0,0.902,3605,0,14,104
16694,1,0,0,2,2,0,1,1,9322,0,8.753,1065,0,14,50
17464,1,0,35,72,831,1,1,1,185,0,0.054,3455,0,12,71
21740,1,0,65306,664,851,1,1,1,74643,0,28.831,2589,1,11,145
31983,1,0,1207,61,868,0,1,1,809,0,0.244,3312,1,12,136
12621,0,0,4,5885,3,0,1,1,42122,0,23.838,1767,0,14,137
22331,0,0,4,3465,6,1,1,1,34829,0,9.861,3532,0,13,24
31461,1,0,45,1,0,0,1,0,2,0,0.001,2919,0,9,63
19234,0,0,262,12945,14097,0,1,1,22791,0,7.687,2965,0,10,153
20447,1,0,7223,4776,5169,1,1,1,6878,0,5.171,1330,1,13,131
25248,1,0,923,14,36,0,1,0,1370,0,0.474,2893,0,10,43
33010,0,0,166,15,0,0,1,0,14,0,0.004,3480,0,7,36
1496,1,0,111075,68,76,0,1,1,3001,0,0.762,3939,1,8,34
12183,0,0,170,703966,356,1,1,0,17323,1,4.182,4142,1,15,151
28068,0,0,12455,213811,14,1,1,1,40996,0,13.939,2941,1,12,80
8340,0,0,1030,97,0,0,1,1,374,0,0.109,3423,0,14,73
21119,1,0,2466,38,151,0,1,1,3423,0,1.278,2679,0,15,38
16281,0,0,1553,20,152,1,1,1,2121,0,0.491,4319,0,8,87
11302,0,0,2381,10,108,1,1,1,3334,0,2.358,1414,0,15,101
23276,1,0,320,13,349,0,1,0,58,0,0.057,1024,0,15,58
28182,1,0,1803,12,27,1,1,0,2206,0,0.767,2875,0,15,40
1301,1,0,39,17,16,0,1,1,351,0,0.274,1280,0,15,106
14607,0,0,3136,1376103,247,0,1,0,5364,1,1.401,3829,1,10,78
28643,1,0,2119,205,0,0,1,0,3111,0,0.742,4192,0,7,104
29077,1,0,28,1,20,0,1,1,328,0,0.266,1232,0,15,66
31204,0,0,60,21,58,0,1,0,1102,0,0.449,2453,1,15,97
24258,1,0,29,0,34,0,1,1,191,0,0.15,1273,0,15,149
32724,1,0,316,1182,4082,0,1,1,532,0,0.484,1099,0,8,31
17607,1,0,26,74,0,1,1,1,247,0,0.06,4139,1,11,20
8098,1,0,1737,15,48,0,1,0,3066,0,1.751,1751,0,10,78
29609,1,0,33717,2157,392,0,1,0,26553,0,18.98,1399,1,11,82
23651,1,0,29,0,20,0,1,1,649,0,0.533,1218,0,15,63
27615,0,0,589,49,55,0,1,1,1227,0,0.374,3277,1,9,114
28443,1,0,46,591264,425363,1,1,1,54495,0,17.956,3035,0,13,120
28531,0,0,13,5,0,0,1,1,1018,0,0.285,3566,1,11,53
33506,1,0,81,1,0,0,1,0,209,0,0.145,1445,1,14,29
562,0,0,3489,2399,1244,1,1,1,7039,0,2.431,2895,1,13,153
27081,1,0,141,6,0,0,1,1,191,0,0.148,1293,0,13,148
24244,1,0,8,71,78,0,1,0,375,0,0.292,1285,1,11,56
33912,0,0,25962,2189106,418,1,1,1,126671,1,30.275,4184,0,7,79
35024,0,0,1191,8725,2877,1,1,0,3475,0,0.905,3840,0,12,168
25160,1,0,1503,21,0,0,1,0,1958,0,0.861,2273,0,14,133
15874,0,0,40287,130,867,0,1,1,32058,0,12.435,2578,1,9,79
1382,0,0,51200,2184,2626,1,1,1,32628,0,9.217,3540,1,6,139
26775,0,0,30265,4350,1138,0,1,1,28852,0,7.34,3931,1,8,117
29738,1,0,1332,8,36,0,1,0,1332,0,0.921,1446,0,14,62
32615,0,0,16222,1284214,278,1,1,0,12209,1,3.154,3871,1,15,148
1099,0,0,130,5,0,0,1,1,144,0,0.041,3522,0,11,41
19522,1,0,7,32444,1,0,1,1,1925118,0,1191.286,1616,0,8,49
583,0,0,3126,2498,2494,1,1,1,16455,1,3.944,4172,1,12,67
17349,0,0,52718,253,217,0,1,1,16608,0,21.71,765,1,15,120
10821,0,0,13,23,3,0,1,0,3423,0,1.793,1909,0,12,106
5249,1,0,0,1888,0,0,1,1,563,0,0.425,1325,0,9,128
9359,0,0,2060,1158,846,0,1,0,246943,0,68.01,3631,1,12,58
27065,1,0,5723,394,585,1,1,1,6597,0,3.723,1772,1,8,29
4946,0,0,12051,141,456,1,1,1,2460,0,0.533,4618,1,8,96
9304,0,0,9730,1073,493,1,1,1,32689,0,8.983,3639,1,10,89
21236,0,0,4991,927666,440,0,1,0,7388,0,2.124,3479,1,11,31
22573,1,0,2168,0,56,0,1,1,2190,0,0.762,2875,0,15,72
29533,1,0,118830,615,940,0,1,0,52688,0,18.552,2840,1,13,94
35325,1,0,78665,396,357,1,1,0,34494,0,25.05,1377,1,13,69
24655,0,0,405,4831427,5173,1,1,0,26676,1,6.318,4222,1,10,121
14713,0,0,1783,112,368,1,1,1,10865,0,2.734,3974,1,9,38
9091,1,0,236,8,0,0,1,0,47,0,0.023,2043,0,13,78
20270,1,0,42,0,0,0,1,1,732,0,0.572,1279,0,15,148
31265,1,0,24,0,76,0,1,1,253,0,0.199,1272,0,15,76
14944,1,1,2192,3,155,0,1,1,2195,0,0.763,2875,0,15,46
28282,0,0,4363,415,2498,1,1,1,7102,0,2.776,2558,0,8,116
10323,0,0,692,232,792,0,1,1,2098,0,1.137,1845,1,10,43
14101,1,0,3513,113,0,0,1,1,4036,0,2.305,1751,0,12,155
29303,1,0,903,1399,386,0,1,0,12527,0,3.887,3223,0,15,148
23206,0,0,2284,101,21,0,1,0,634,0,0.247,2569,0,7,85
23209,1,0,1332,12,32,0,1,0,1332,0,0.911,1462,0,14,21
17499,0,0,31,186,0,0,1,1,3243,0,1.038,3123,1,14,129
9944,0,0,8421,33,74,0,1,1,4820,0,3.406,1415,1,14,159
34147,0,0,0,2237,213,0,1,1,29678,0,9.309,3188,0,15,154
3361,0,0,2545,1440,3318,0,1,0,2234,0,0.608,3675,1,13,95
17248,0,0,19781,2348,1675,0,1,1,19725,0,4.835,4080,1,10,158
29867,0,0,47730,217963,255,0,1,1,43964,0,17.107,2570,1,15,75
29554,0,0,4388,2398,589,0,1,0,28395,0,11.671,2433,1,11,54
27261,0,0,5028,11268,819,0,1,1,48448,1,11.649,4159,1,14,54
17466,1,0,64,0,0,0,1,0,102,0,0.09,1135,0,10,139
28613,0,0,10677,900,2737,1,1,1,45863,0,17.107,2681,1,11,142
17098,0,0,6257,110,196,0,1,0,642,0,0.237,2707,0,11,15
18628,0,0,43,181938,221,1,1,1,9352,1,2.25,4157,1,9,98
15298,1,0,1403,74,570,0,1,0,563,0,0.452,1245,0,11,92
35737,0,0,1360,1668,3802,0,1,1,1901,0,0.991,1918,1,13,135
31478,0,0,654,8,0,0,1,1,772,0,0.399,1935,0,14,119
22253,0,0,37795,94104,63710,0,1,1,90163,1,21.381,4217,1,8,142
27602,1,0,2004,180,0,0,1,1,5130,0,1.256,4086,0,9,45
24770,0,0,7068,149,0,1,1,0,21152,0,6.958,3040,1,11,23
19840,0,0,2341,2462888,96,0,1,1,4028,1,0.994,4052,1,12,17
10898,1,0,226,12,0,0,1,0,53,0,0.036,1479,0,15,32
6821,0,0,2391,27,89,0,1,1,3448,0,0.893,3859,0,9,8
14019,0,0,27272,686,1079,0,1,1,7616,0,4.308,1768,1,10,108
4059,0,0,16185,658,535,1,1,1,43300,0,12.906,3355,1,13,151
4370,1,0,117,4,0,0,1,0,25,0,0.007,3570,0,10,35
29972,0,0,5,90,130,0,1,1,2803,0,0.816,3436,1,10,108
2252,0,0,0,52,59,0,1,1,3724,0,0.931,4002,1,14,49
26219,0,0,3220,483,433,0,1,0,2043,0,2.133,958,0,7,122
32957,0,0,7152,6319,961,0,1,1,33876,0,8.062,4202,1,13,148
8947,1,0,802,42,0,1,1,0,183,0,0.051,3590,0,9,52
17522,0,0,4222,890,240,0,1,0,1104,0,0.512,2158,1,13,88
21006,0,0,3589,93,165,0,1,1,4823,0,2.019,2389,0,15,84
14678,0,0,129,1606,983,0,1,1,38221,0,9.144,4180,1,8,74
10192,0,0,1,20,0,1,1,1,100,0,0.036,2746,0,11,107
26380,1,0,187,28,144,0,1,1,32,0,0.029,1112,1,14,159
23763,1,0,2191,1,138,0,1,1,2196,0,0.764,2875,0,14,50
19583,1,0,1776,407,1584,0,1,0,3955,0,1.859,2128,1,10,54
24468,0,0,5041,865214,587,1,1,1,9221,1,2.248,4101,1,12,44
9002,1,0,369,56,568,0,1,1,649,0,0.2,3237,0,15,75
5968,0,0,24452,6834,2335,1,1,1,41514,1,9.989,4156,1,12,125
26158,1,0,787,13,142,0,1,0,1263,0,0.534,2364,0,11,103
21600,0,0,3460,10914,414,1,1,1,15362,1,4.671,3289,1,15,124
23089,0,0,7056,290,344,1,1,1,6922,0,2.711,2553,1,12,158
26424,0,0,3390,9141,479,1,1,1,10545,1,2.503,4213,1,10,160
35802,1,0,2252,1116,1823,0,1,1,1147,0,0.965,1188,1,13,157
11944,1,0,1332,8,34,0,1,0,1332,0,0.921,1446,0,14,141
33309,0,0,61654,321,2451,1,1,1,12279,0,3.05,4026,1,14,127
36671,1,0,370,41,0,0,1,1,71,0,0.023,3143,0,15,63
27333,1,0,2277,18,0,0,1,0,3266,0,1.14,2864,0,11,98
17228,0,0,49139,274205,214,1,1,1,31238,1,8.251,3786,0,11,164
18102,0,0,78548,274,1737,0,1,1,2771,0,2.836,977,1,12,121
1104,0,0,170,613283,447829,0,1,1,54010,0,13.109,4120,1,13,141
27028,0,0,5864,859325,167573,1,1,1,30317,1,7.854,3860,1,10,33
5757,1,0,135,2,0,0,1,0,5,0,0.002,3032,0,10,57
4834,0,0,3582,326,22,1,1,1,9581,0,2.946,3252,1,12,83
20584,1,0,31,1,28,0,1,1,438,0,0.36,1217,0,15,51
36567,0,0,5501,66729,1075,0,1,1,8334,1,2.383,3498,1,14,158
27635,1,0,291353,5876,6382,1,1,1,41518,0,16.397,2532,1,13,152
17804,0,0,4619,200,0,0,1,1,16776,0,4.379,3831,0,6,64
17925,0,0,68,2469,0,0,1,0,10202,0,7.425,1374,0,10,92
29103,1,0,0,0,0,0,1,1,9,0,0.003,2582,0,9,41
29330,1,0,1227,12,0,0,1,0,1227,0,0.839,1462,0,10,155
10373,0,0,41668,219424,868,0,1,1,43796,1,10.592,4135,1,14,164
28448,0,0,15106,278,93,0,1,1,1858,0,0.961,1933,1,10,79
31321,1,0,277,23,0,1,1,0,53,0,0.021,2507,0,9,41
10764,0,0,2335,9,0,0,1,0,3287,0,1.099,2990,0,10,38
11472,0,0,2512,53,0,1,1,0,3634,0,1.141,3184,0,14,32
3853,0,0,12,122085,539,1,1,1,167176,1,38.52,4340,0,11,88
20336,0,0,298,629794,420,1,1,0,8239,1,2.01,4098,1,13,27
36767,0,0,1409,496130,1839,1,1,1,14609,0,3.499,4175,1,9,96
16602,0,0,35019,785,307,0,1,1,27587,0,8.181,3372,1,10,129
5676,0,0,253,32,93,0,1,1,333,0,0.377,883,0,11,64
7498,0,0,23211,568,350,1,1,1,18273,0,8.559,2135,1,14,91
15502,0,0,255657,1762522,1540,1,1,1,32926,1,7.923,4156,1,10,107
16301,1,0,112,30,2046,0,1,0,21,0,0.019,1132,0,12,58
20094,0,0,31435,569,891,1,1,0,14143,0,5.617,2518,1,13,65
14429,0,0,86,5627550,110,0,1,1,1604,1,0.44,3646,1,13,63
11993,0,0,19,740317,463526,1,1,1,6130,0,1.85,3313,0,15,153
22594,1,0,41,20,13,0,1,1,328,0,0.258,1272,0,15,127
30301,0,0,48,5,0,0,1,1,33,0,0.01,3389,0,11,98
22983,0,0,731,958511,559,1,1,0,22674,1,6.165,3678,1,10,63
7299,0,0,84,171,402,0,1,1,3931,0,0.963,4082,0,15,151
32027,1,0,2192,1,127,0,1,1,2210,0,0.769,2875,0,15,38
26204,1,0,1332,13,32,0,1,0,1331,0,0.92,1446,0,15,90
29732,1,0,182,45,127,0,1,0,218,0,0.124,1753,0,11,18
26041,0,0,4553,643,748,1,1,1,29083,0,8.875,3277,1,13,50
14311,1,0,29,24,16,0,1,1,177,0,0.137,1289,0,15,84
23252,1,0,516,36,1272,1,1,1,62,0,0.042,1473,1,9,24
3344,0,0,3247,1282,561,1,1,1,16324,0,3.836,4255,1,7,115
16063,1,0,2192,0,0,0,1,1,2195,0,0.763,2875,0,15,123
36829,1,0,1177,2415,868,1,1,0,6528,1,1.693,3856,1,8,136
9333,1,0,2,410,5,1,1,1,4293,0,3.287,1306,0,10,148
16023,0,0,5064,483872,66,1,1,1,20324,1,4.987,4075,1,13,26
31700,0,0,2045,246,127,1,1,0,8538,0,2.804,3045,1,9,112
20995,1,0,0,693,0,0,1,0,3827,0,2.176,1759,0,8,108
2629,1,0,120,3,0,0,1,0,15,0,0.006,2551,0,8,40
467,0,0,81,2092901,513,1,1,0,137325,1,32.183,4267,0,6,74
35887,0,0,29242,814,562,0,1,1,23157,0,6.262,3698,1,14,50
10416,0,0,84,1559,1639,1,1,1,3823,0,1.13,3383,1,14,75
3231,0,0,39814,610,187,0,1,0,19236,0,6.429,2992,1,15,140
10756,1,0,2603,10274,784,1,1,0,7997,1,3.002,2664,1,8,160
6835,0,0,167,10,0,0,1,0,43,0,0.015,2936,0,15,60
15066,1,0,2189,203,82,1,1,1,3401,0,1.643,2070,0,13,35
2625,0,0,24478,362,1434,0,1,1,17441,0,5.137,3395,1,12,150
5633,1,0,5601,476,637,0,1,1,2879,0,1.193,2414,1,5,95
17774,1,0,1235,4,12,0,1,1,1791,0,1.431,1252,0,12,58
2102,1,0,2303,19,29,1,1,1,3638,0,1.008,3608,0,12,87
25654,1,0,2192,4,53,0,1,1,2194,0,0.763,2875,0,14,50
25359,0,0,5762,1908533,1653,1,1,0,63104,1,15.097,4180,1,8,36
29318,0,0,9798,688,463,1,1,1,6021,0,1.423,4232,1,12,34
35974,0,0,2216,125,138,1,1,1,2620,0,0.812,3227,1,13,30
1371,0,0,35,162,2,0,1,1,47856,0,25.069,1909,0,9,30
2044,1,0,346,0,0,0,1,1,346,0,0.245,1415,0,13,101
22102,1,0,22202,263,356,1,1,0,5479,0,5.149,1064,1,14,59
1405,0,0,4160,345,1748,1,1,1,19762,0,4.405,4486,0,10,71
34859,0,0,0,18029,2,0,1,0,5480,0,4.291,1277,0,11,136
27838,0,0,1981,1308625,494,1,1,1,27571,1,6.655,4143,1,7,86
2628,0,0,6052,13674,4609,1,1,1,24158,1,6.058,3988,1,8,85
37067,1,0,0,7,1,0,1,0,5232,0,6.141,852,0,14,97
27019,0,0,35958,506,1276,0,1,1,9480,0,2.263,4190,1,12,138
36630,0,0,125,239,180,1,1,1,17512,0,6.359,2754,1,9,19
21633,1,0,38,26,9,0,1,1,371,0,0.292,1271,0,15,96
15265,1,0,5750,123,793,0,1,1,13045,0,8.504,1534,1,7,115
18761,0,0,25283,5083,1477,0,1,1,9825,0,3.562,2758,1,14,152
24582,1,0,19343,197,248,0,1,0,748,0,0.546,1369,1,9,46
26127,0,0,7304,2080,3259,0,1,1,7016,0,10.153,691,1,9,95
35385,1,0,2450,11,40,0,1,1,3400,0,1.361,2499,0,11,95
30795,0,0,2575,337700,4092,1,1,1,16533,1,3.962,4173,1,6,59
29376,1,0,1044,18,41,0,1,0,611,0,0.375,1629,0,14,31
6371,0,0,1986,59,297,0,1,1,2785,0,1.663,1675,0,15,154
16734,0,0,235,125910,540,0,1,1,18393,0,4.758,3866,1,7,92
11433,0,0,14693,96,485,0,1,1,2874,0,0.685,4195,1,11,18
28567,1,0,316,14,96,1,1,0,314,0,0.109,2874,0,9,43
3040,1,0,3,39,4,0,1,1,16235,0,14.936,1087,0,14,131
12268,1,0,355,202,736,0,1,0,307,0,0.193,1591,1,13,135
23243,1,0,1552,20,198,0,1,0,2034,0,0.545,3734,0,12,98
1913,0,0,64878,118727,637,0,1,1,36766,1,9.719,3783,1,15,127
33022,0,0,1379,2235536,335,0,1,1,16274,1,4.0,4068,1,8,121
12585,1,0,940,913005,285,1,1,0,2489,1,0.774,3217,1,7,116
24142,1,0,202,587,4341,1,1,0,5978,0,1.435,4167,1,11,31
33796,0,0,363,26,0,0,1,0,62,0,0.029,2165,0,10,71
8052,0,0,2256,10,0,0,1,0,3388,0,0.793,4275,0,10,44
1054,0,0,4096,228,300,1,1,1,15237,0,4.382,3477,0,15,77
18882,0,0,1340,48653,828,1,1,1,138695,1,31.76,4367,1,4,113
16116,0,0,789,355,330,1,1,1,19959,0,5.148,3877,1,8,18
10688,0,0,1659,38,413,0,1,1,1898,0,0.436,4353,0,8,25
13044,1,0,33,1138,19,0,1,0,39323,0,26.498,1484,1,9,158
35986,1,0,8151,9830,38,1,1,0,13752,0,19.844,693,1,12,156
6880,1,0,1637,2096,2375,1,1,0,2583,0,0.627,4122,1,8,155
12865,0,0,5517,4561,3815,1,1,1,54064,1,12.977,4166,1,10,76
4956,1,0,43,299,1591,1,1,1,17604,0,15.111,1165,0,13,29
30592,0,0,643,105990,113877,1,1,1,22799,0,6.666,3420,0,14,66
5233,0,0,2332,99,0,0,1,1,3770,0,1.15,3279,0,9,45
107,0,0,20877,8,265,0,1,1,807,0,0.234,3446,0,10,21
14376,0,0,684,26,0,0,1,1,1043,0,0.288,3620,0,8,133
32801,1,0,5483,5589,4787,0,1,1,1774,0,0.898,1976,0,15,140
13994,1,0,0,39,0,0,1,0,77,0,0.138,557,0,12,49
5628,0,0,230,77,187,0,1,1,432,0,0.398,1086,0,13,150
2203,1,0,1331,12,37,0,1,0,1331,0,0.91,1462,0,13,135
8758,1,0,87570,982455,678666,1,1,1,43559,1,21.944,1985,0,13,134
30082,1,0,2193,2,106,0,1,1,2200,0,0.765,2875,0,15,131
21320,0,0,446,241,448,0,1,1,2773,0,0.794,3491,1,7,70
36244,1,0,19008,213,704,1,1,0,7399,0,2.81,2633,1,10,49
2311,0,0,2614,35,67,0,1,1,1020,0,0.252,4042,0,13,109
442,1,0,3811,564,1185,1,1,0,5252,0,1.773,2963,1,10,121
16656,1,0,790,8,0,0,1,0,790,0,0.54,1463,0,15,129
24342,0,0,6941,24322025,147,1,1,1,56401,1,13.144,4291,0,6,83
4040,0,0,25377,4088832,193,1,1,1,69836,1,21.927,3185,1,7,138
34715,0,0,89008,1084,1487,1,1,1,67710,0,16.292,4156,1,13,90
28188,1,0,652,8,59,0,1,1,845,0,0.325,2603,0,10,138
15449,0,0,3829,28,636,0,1,1,3919,0,2.288,1713,0,12,149
24953,1,0,419,17,0,0,1,0,64,0,0.02,3176,0,11,54
15234,1,0,2169,1,107,0,1,1,2198,0,0.769,2858,0,15,113
27679,0,0,526,836,1298,1,1,1,238976,0,72.681,3288,1,10,146
10414,1,0,0,193,0,1,1,1,85888,0,20.776,4134,0,10,123
14928,0,0,2543,61,154,0,1,1,1082,0,0.309,3506,1,12,95
8493,1,0,291,1,0,0,1,0,50,0,0.019,2643,0,13,56
29195,0,0,2316,71,167,0,1,1,4360,0,1.355,3218,0,10,118
9775,1,0,12,1,0,0,1,1,110,0,0.09,1217,0,15,69
31350,0,0,37052,6059,3025,0,1,1,261072,0,58.747,4444,1,8,20
1083,1,0,2144,195,3545,0,1,0,7332,0,4.338,1690,1,9,158
27203,0,0,1216,530798,655,0,1,0,3758,1,1.039,3617,1,11,123
32428,1,0,5607,184,854,0,1,1,5238,0,1.524,3437,0,15,63
14434,0,0,10602,220724,21136,1,1,1,10001,0,4.68,2137,1,8,63
1528,1,0,8981,84,267,0,1,0,4537,0,4.827,940,1,15,146
28401,1,0,273,18,0,0,1,0,42,0,0.013,3112,0,14,61
13212,0,0,32868,56,190,0,1,1,4442,0,2.057,2159,1,15,91
28226,0,0,0,391,249,1,1,1,689,0,0.194,3554,0,13,108
7608,0,0,2110,26,116,1,1,1,2970,0,0.771,3853,0,15,10
13279,1,0,274,4,17,0,1,0,89,0,0.096,929,1,13,28
3839,0,0,42314,155,770,0,1,1,6734,0,1.626,4142,1,10,58
12465,0,0,6003,1299,5000,1,1,0,156502,0,50.017,3129,0,11,160
15962,0,0,1418,534,506,0,1,1,8213,0,2.76,2976,1,15,66
12944,0,0,3183,92268,3106,1,1,1,19052,1,5.723,3329,1,4,143
3075,0,0,1,4601,4552,0,1,0,64143,0,17.967,3570,1,9,160
35294,1,0,14940,37,111,0,1,1,25951,0,31.418,826,1,13,57
33608,1,0,1577,43,0,1,1,1,1907,0,1.504,1268,0,15,83
26157,0,0,2263,210,0,1,1,1,5396,0,1.717,3142,0,11,150
29968,1,0,832,28,0,0,1,1,966,0,0.255,3784,0,13,103
9392,1,0,415,26,0,0,1,0,89,0,0.026,3439,0,8,65
27569,1,0,0,37,1,0,1,0,25470,0,42.735,596,0,9,108
36085,1,0,1332,9,30,0,1,0,1331,0,0.92,1446,0,15,109
26119,0,0,2053,344,357,1,1,1,14912,0,3.638,4099,0,14,39
31928,1,0,48,33,79,0,1,1,10645,0,7.392,1440,1,12,63
29319,1,0,1230,0,0,0,1,1,1230,0,0.827,1487,0,11,104
18260,1,0,4692,10078,11151,0,1,0,1808,0,1.852,976,0,12,97
10512,0,0,1486,1731928,173,0,1,1,134341,1,31.595,4252,0,7,137
26176,1,0,2170,1,9,0,1,1,2192,0,0.762,2875,0,14,85
25936,0,0,2277,11,8,0,1,0,3185,0,0.937,3398,0,14,53
1856,0,0,1340,51,117,0,1,1,1945,0,0.419,4645,0,14,61
23189,0,0,8801,294514,3135,0,1,1,83015,1,19.97,4157,1,8,131
9782,1,0,0,1244,5,0,1,0,60238,0,30.347,1985,0,13,69
36771,0,0,32935,1234,1451,1,1,1,39579,0,10.735,3687,1,15,148
5193,1,0,45,28,0,0,1,1,397,0,0.276,1439,0,9,88
18638,1,0,175,7,54,0,1,1,145,0,0.043,3406,0,12,36
25328,0,0,2227,65,0,0,1,1,3970,0,1.072,3704,0,10,124
5852,0,0,10947,596,771,1,1,1,20437,0,6.097,3352,1,14,156
13200,0,0,19060,38482,2496,1,1,1,8806,1,2.093,4207,1,11,118
14441,0,0,1668,610,621,1,1,1,6250,0,1.486,4207,1,11,53
7682,0,0,14508,25086,22958,1,1,1,90985,0,38.833,2343,0,12,157
1994,0,0,211258,57112,1746,1,1,1,115865,1,27.633,4193,1,11,159
18220,1,0,66695,381,249,0,1,1,11892,0,6.432,1849,1,14,142
20295,0,0,1191,1819,4708,1,1,1,11070,0,3.661,3024,0,12,104
17630,1,0,0,7399,17,0,1,1,51444,0,16.441,3129,0,13,100
4991,0,0,13329,22845,996,0,1,1,23688,1,5.709,4149,1,12,156
30079,1,0,30,121,79,0,1,1,28,0,0.031,916,0,13,160
14059,1,0,42,11,0,0,1,1,99,0,0.032,3074,0,9,130
8733,0,0,31597,1078,735,1,1,1,152305,0,43.917,3468,0,13,119
32714,0,0,1040,15,20,0,1,1,1627,0,0.392,4153,1,11,48
28847,0,0,22949,701,2879,1,1,1,9959,0,2.292,4345,1,13,96
1559,0,0,20640,138931,282,0,1,0,30828,0,13.345,2310,0,14,109
27664,1,0,7,70481,86936,0,1,1,3871,0,1.115,3472,0,9,40
23762,0,0,1310,3833766,343,1,1,1,16880,1,4.038,4180,1,3,93
29903,0,0,126815,431,559,1,1,1,9988,0,3.042,3283,1,15,44
29125,0,0,73088,708,1855,1,1,0,17817,0,4.085,4362,1,6,65
17183,0,0,2950,570302,21793,1,1,1,62861,1,14.822,4241,1,12,50
23441,0,0,7,7,78,0,1,0,27,0,0.035,779,1,7,149
34689,1,0,415,14,0,0,1,0,65,0,0.029,2254,0,8,59
36673,1,0,2,1596,2365,0,1,1,15050,0,3.268,4605,0,8,120
25797,0,0,335,21,1956,1,1,1,444,0,0.137,3231,0,8,11
17392,1,0,12208,155,187,1,1,0,3706,0,1.814,2043,1,14,36
27214,1,0,1325,169,153,0,1,1,1055,0,0.554,1904,1,10,11
12604,1,0,51,20,13,0,1,0,405,0,0.115,3520,0,9,21
11610,1,0,37,28,15,0,1,1,241,0,0.188,1280,0,15,90
23434,1,0,700,1,0,0,1,0,939,0,0.448,2095,0,9,41
2067,1,0,8565,163695,3027,1,1,1,176774,0,50.32,3513,1,10,139
3830,0,0,7921,1865684,474,1,1,1,61357,1,20.59,2980,0,10,32
25474,0,0,949,16,0,0,1,1,1505,0,0.482,3122,0,9,158
